Puzzle,Number_of_given_elements,Result,Heuristics,Splits,Backtracks,Time
sudoku-0376,25,SAT,Dynamic largest individual sum,120,93,12.85943865776062
sudoku-0377,25,SAT,Random,6,0,8.728201627731323
sudoku-0377,25,SAT,Two-Sided Jeroslow-Wang,3,0,8.738219976425171
sudoku-0377,25,SAT,Dynamic largest individual sum,144,120,11.594066858291626
sudoku-0378,25,SAT,Random,12,0,9.39316463470459
sudoku-0378,25,SAT,Two-Sided Jeroslow-Wang,8,0,9.067607641220093
sudoku-0378,25,SAT,Dynamic largest individual sum,988,957,48.2178955078125
sudoku-0379,25,SAT,Random,22,2,10.347769737243652
sudoku-0379,25,SAT,Two-Sided Jeroslow-Wang,7,0,8.786231279373169
sudoku-0379,25,SAT,Dynamic largest individual sum,357,310,22.791017055511475
sudoku-0380,25,SAT,Random,35,23,10.566638469696045
sudoku-0380,25,SAT,Two-Sided Jeroslow-Wang,5,0,9.094329118728638
sudoku-0380,25,SAT,Dynamic largest individual sum,115,61,12.408921480178833
sudoku-0381,25,SAT,Random,1,0,8.325368881225586
sudoku-0381,25,SAT,Two-Sided Jeroslow-Wang,1,0,8.461003065109253
sudoku-0381,25,SAT,Dynamic largest individual sum,2,0,8.495505571365356
sudoku-0382,25,SAT,Random,13,3,8.981815338134766
sudoku-0382,25,SAT,Two-Sided Jeroslow-Wang,8,1,8.390953540802002
sudoku-0382,25,SAT,Dynamic largest individual sum,70,44,10.005521774291992
sudoku-0383,25,SAT,Random,25,2,10.234868288040161
sudoku-0383,25,SAT,Two-Sided Jeroslow-Wang,9,1,9.218561172485352
sudoku-0383,25,SAT,Dynamic largest individual sum,798,766,41.272714376449585
sudoku-0384,25,SAT,Random,8,0,8.840472936630249
sudoku-0384,25,SAT,Two-Sided Jeroslow-Wang,4,0,8.72620964050293
sudoku-0384,25,SAT,Dynamic largest individual sum,103,59,12.738064289093018
sudoku-0385,25,SAT,Random,14,0,9.727723360061646
sudoku-0385,25,SAT,Two-Sided Jeroslow-Wang,3,1,8.888786554336548
sudoku-0385,25,SAT,Dynamic largest individual sum,498,452,31.48380184173584
sudoku-0386,25,SAT,Random,11,1,9.131019353866577
sudoku-0386,25,SAT,Two-Sided Jeroslow-Wang,11,1,9.345632553100586
sudoku-0386,25,SAT,Dynamic largest individual sum,97,43,11.400429010391235
sudoku-0387,25,SAT,Random,7,0,8.816120386123657
sudoku-0387,25,SAT,Two-Sided Jeroslow-Wang,9,0,9.047420263290405
sudoku-0387,25,SAT,Dynamic largest individual sum,448,406,21.289047718048096
sudoku-0388,25,SAT,Random,5,0,8.617635488510132
sudoku-0388,25,SAT,Two-Sided Jeroslow-Wang,4,0,8.183824062347412
sudoku-0388,25,SAT,Dynamic largest individual sum,31,11,8.663740873336792
sudoku-0389,25,SAT,Random,10,0,9.571422338485718
sudoku-0389,25,SAT,Two-Sided Jeroslow-Wang,8,0,9.218559980392456
sudoku-0389,25,SAT,Dynamic largest individual sum,111,63,13.557551622390747
sudoku-0390,25,SAT,Random,12,1,10.438565254211426
sudoku-0390,25,SAT,Two-Sided Jeroslow-Wang,17,5,9.764448642730713
sudoku-0390,25,SAT,Dynamic largest individual sum,1052,1009,47.671133041381836
sudoku-0391,25,SAT,Random,18,5,9.695393323898315
sudoku-0391,25,SAT,Two-Sided Jeroslow-Wang,6,0,8.952378749847412
sudoku-0391,25,SAT,Dynamic largest individual sum,152,109,13.447951555252075
sudoku-0392,25,SAT,Random,15,0,10.546502113342285
sudoku-0392,25,SAT,Two-Sided Jeroslow-Wang,13,1,9.964569330215454
sudoku-0392,25,SAT,Dynamic largest individual sum,511,444,32.42599129676819
sudoku-0393,25,SAT,Random,16,1,9.739567041397095
sudoku-0393,25,SAT,Two-Sided Jeroslow-Wang,11,0,9.444722652435303
sudoku-0393,25,SAT,Dynamic largest individual sum,318,256,23.092642307281494
sudoku-0394,25,SAT,Random,7,0,8.759682416915894
sudoku-0394,25,SAT,Two-Sided Jeroslow-Wang,1,0,8.584089756011963
sudoku-0394,25,SAT,Dynamic largest individual sum,90,62,10.871108055114746
sudoku-0395,25,SAT,Random,20,1,11.198088645935059
sudoku-0395,25,SAT,Two-Sided Jeroslow-Wang,21,4,10.835187911987305
sudoku-0395,25,SAT,Dynamic largest individual sum,778,736,43.692684173583984
sudoku-0396,25,SAT,Random,11,0,9.293193340301514
sudoku-0396,25,SAT,Two-Sided Jeroslow-Wang,9,0,9.417202234268188
sudoku-0396,25,SAT,Dynamic largest individual sum,71,19,12.920732498168945
sudoku-0397,25,SAT,Random,33,6,9.933449745178223
sudoku-0397,25,SAT,Two-Sided Jeroslow-Wang,9,1,8.972386837005615
sudoku-0397,25,SAT,Dynamic largest individual sum,117,79,12.026602506637573
sudoku-0398,25,SAT,Random,14,2,9.764782190322876
sudoku-0398,25,SAT,Two-Sided Jeroslow-Wang,12,0,9.55978274345398
sudoku-0398,25,SAT,Dynamic largest individual sum,167,117,15.515432357788086
sudoku-0399,25,SAT,Random,15,3,10.018086433410645
sudoku-0399,25,SAT,Two-Sided Jeroslow-Wang,22,6,10.663543939590454
sudoku-0399,25,SAT,Dynamic largest individual sum,181,115,17.400383949279785
sudoku-0400,25,SAT,Random,4,0,8.225836038589478
sudoku-0400,25,SAT,Two-Sided Jeroslow-Wang,5,0,8.479516744613647
sudoku-0400,25,SAT,Dynamic largest individual sum,18,0,8.586680173873901
sudoku-0401,25,SAT,Random,18,6,9.6311776638031
sudoku-0401,25,SAT,Two-Sided Jeroslow-Wang,7,1,9.162002086639404
sudoku-0401,25,SAT,Dynamic largest individual sum,320,299,18.379855394363403
sudoku-0402,26,SAT,Random,3,0,8.839221000671387
sudoku-0402,26,SAT,Two-Sided Jeroslow-Wang,5,3,8.65111756324768
sudoku-0402,26,SAT,Dynamic largest individual sum,48,37,9.54295825958252
sudoku-0403,26,SAT,Random,6,0,8.451731443405151
sudoku-0403,26,SAT,Two-Sided Jeroslow-Wang,9,2,8.496330738067627
sudoku-0403,26,SAT,Dynamic largest individual sum,107,64,11.477051973342896
sudoku-0404,26,SAT,Random,1,0,8.556743621826172
sudoku-0404,26,SAT,Two-Sided Jeroslow-Wang,5,1,8.750168800354004
sudoku-0404,26,SAT,Dynamic largest individual sum,344,314,19.100173711776733
sudoku-0405,26,SAT,Random,24,11,10.636030435562134
sudoku-0405,26,SAT,Two-Sided Jeroslow-Wang,7,0,9.148091077804565
sudoku-0405,26,SAT,Dynamic largest individual sum,165,123,15.73989725112915
sudoku-0406,26,SAT,Random,5,0,8.720184564590454
sudoku-0406,26,SAT,Two-Sided Jeroslow-Wang,6,0,8.723981142044067
sudoku-0406,26,SAT,Dynamic largest individual sum,68,29,9.933127641677856
sudoku-0407,26,SAT,Random,12,0,9.809194087982178
sudoku-0407,26,SAT,Two-Sided Jeroslow-Wang,6,1,8.962217330932617
sudoku-0407,26,SAT,Dynamic largest individual sum,579,548,32.6900269985199
sudoku-0408,26,SAT,Random,11,0,9.063515901565552
sudoku-0408,26,SAT,Two-Sided Jeroslow-Wang,8,1,8.967395305633545
sudoku-0408,26,SAT,Dynamic largest individual sum,77,45,10.716092824935913
sudoku-0409,26,SAT,Random,19,2,10.08551287651062
sudoku-0409,26,SAT,Two-Sided Jeroslow-Wang,8,1,9.186969518661499
sudoku-0409,26,SAT,Dynamic largest individual sum,290,250,18.191317081451416
sudoku-0410,26,SAT,Random,6,1,8.603408575057983
sudoku-0410,26,SAT,Two-Sided Jeroslow-Wang,3,0,8.448909521102905
sudoku-0410,26,SAT,Dynamic largest individual sum,36,11,8.951130867004395
sudoku-0411,26,SAT,Random,6,1,9.191020488739014
sudoku-0411,26,SAT,Two-Sided Jeroslow-Wang,10,2,9.55129623413086
sudoku-0411,26,SAT,Dynamic largest individual sum,114,61,12.979331254959106
sudoku-0412,26,SAT,Random,10,1,9.097853183746338
sudoku-0412,26,SAT,Two-Sided Jeroslow-Wang,4,1,8.84178113937378
sudoku-0412,26,SAT,Dynamic largest individual sum,117,76,12.936628341674805
sudoku-0413,26,SAT,Random,54,43,11.353960514068604
sudoku-0413,26,SAT,Two-Sided Jeroslow-Wang,27,15,9.685206413269043
sudoku-0413,26,SAT,Dynamic largest individual sum,102,63,12.435990333557129
sudoku-0414,26,SAT,Random,13,0,9.543606281280518
sudoku-0414,26,SAT,Two-Sided Jeroslow-Wang,6,0,9.252895832061768
sudoku-0414,26,SAT,Dynamic largest individual sum,233,201,17.838315963745117
sudoku-0415,26,SAT,Random,22,10,11.30850338935852
sudoku-0415,26,SAT,Two-Sided Jeroslow-Wang,5,1,9.412019968032837
sudoku-0415,26,SAT,Dynamic largest individual sum,499,489,27.118839263916016
